compound_id,base_rdkit_smiles,relation,activity_value
gvk_122700532,NC(=O)c1cc(F)cc2[nH]c(N3CCN(c4ncc(C(F)(F)F)cn4)CC3)nc12,,7.251811972993799
gvk_15346027,CC1=C(C(F)(F)F)C(=O)[NH2+]N=C1Cc1ccc(F)c(C(=O)N2CCN(C3CCCCC3)C(=O)C2)c1,>,8.301029995663981
gvk_20162644,CC(C)CN1CCCN(C(=O)c2cccc(Cc3n[nH]c(=O)c4ccccc34)c2)CC1,>,8.0
gvk_15065046,O=C(c1cccc(Cc2n[nH]c(=O)c3ccccc23)c1)N1CCC(O)(c2ccc(Cl)cc2)CC1,>,7.698970004336019
gvk_15339244,CCc1cc2ccc(C(C)(C#N)Cc3cc(F)ccc3F)cc2[nH]c1=O,,7.3
gvk_125399701,O=C1OCC2OC(=O)c3cc(O)c(O)c(O)c3-c3c(O)c(O)c(O)c4c3C(=O)OC(C2OC(=O)c2cc(O)c(O)c(O)c2-c2c1cc(O)c(O)c2O)C1OC(=O)c2c-4c(O)c(O)c(O)c2[C@H]1O,,6.0655015487564325
gvk_125401203,CC(C)=CCC[C@@H](C)C1=C(O)C(=O)C(C)=CC1=O,,3.741123370627869
gvk_122346993,O=c1[nH]c(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2c1CC1(CC2)CC1,,5.300943145452332
gvk_15353936,Cc1c(Cc2ccc(F)c(C(=O)N3CCN(C4CCCCC4)C(=O)C3)c2)n[nH]c(=O)c1C,,9.443697499232712
CHEMBL2322618,O=C1NCC2c3c(cccc31)CCN2C(=O)c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F,,9.508638306165729
gvk_122317328,O=C(CCSc1nc2ccccc2c(=O)[nH]1)N[C@H]1CC[C@H](c2nnc(-c3ccncc3)o2)CC1,,4.991399828238082
CHEMBL3617778,CCCCNCc1ccc(-c2cc3c4c(c[nH]c4c2)C(=O)NNC3=O)cc1,,7.450506286784987
CHEMBL2237227,CN1CCN(C(=O)c2ccc3[nH]c(=O)c4c(c3c2)CCSC4)CC1,,6.72584215073632
gvk_15329216,Cc1c(Cc2ccc(F)c(C(=O)N3CCN(C(=O)C(F)(F)C(F)(F)F)CC3)c2)[nH+][nH]c(=O)c1C,>,5.301029995663981
gvk_120985754,COc1ccc2c(c1)C(=O)C(=O)N2CCCn1nc(C(N)=O)c2ccccc21,,4.04474531717982
gvk_125199487,CNC(=O)c1ccc(N2CCN(Cc3ccc4nc(CCF)c(=O)[nH]c4c3)CC2)cn1,,8.698970004336019
gvk_15065233,CCS(=O)(=O)N1CCN(C(=O)c2ccnc(Cc3n[nH]c(=O)c4ccccc34)c2)CC1,>,7.0
CHEMBL3649731,CCN(CC)CCOc1ccc2[nH]c(=O)c3c(c2c1)NCCC3,,6.4089353929735005
gvk_15064901,CCCCc1ccc(NC(=O)Nc2cccc(Cc3n[nH]c(=O)c4ccccc34)c2)cc1,>,6.0
gvk_15355038,Cc1c(Cc2ccc(F)c(C(=O)N3CCN(C4CCc5ccccc5C4)C(=O)C3)c2)[nH+][nH]c(=O)c1C,>,8.301029995663981
gvk_15339152,CCc1cc2ccc(C(C)(C#N)Cc3cccc(/C=N/OC)c3)cc2[nH]c1=O,,7.7
gvk_121295666,CNCCCOc1c(-c2ccccc2)[nH]c(=O)c2ccccc12,,6.376750709602099
CHEMBL3644584,CC(=O)N1CCCN(CC2=Nc3cccc4c(=O)[nH]nc(c34)N2)CC1,,7.309803919971486
gvk_123562724,O=C(c1cc(Cn2c(=O)[nH]c(=O)c3cc(F)ccc32)ccc1F)N1CCN(CC(F)(F)F)CC1,,7.663940722133651
gvk_123349539,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(c2ncc3[nH]cnc3n2)CC1,,7.958607314841775
CHEMBL3934965,C=CCC1c2nnc(C(F)(F)F)n2CCN1C(=O)c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F,>,7.301029995663981
gvk_15065903,CCOC1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4c3CCCC4)ccc2F)CC1,,8.397940008672037
gvk_122340080,Cn1ccc2c(=O)[nH]c(N3CCN(c4ccc(F)cc4F)CC3)nc21,,5.914709421769935
CHEMBL370171,O=C1NC(CCCN2CC=C(c3ccccc3)CC2)=NC2CCNCC12,,5.065501548756432
gvk_335486,CCN(CC)CCNc1ccc2[nH]c(=O)c3ccccc3c2n1,,6.761953896871205
CHEMBL3649723,COCCOc1ccc2[nH]c(=O)c3c(c2c1)NCCC3,,5.818156412055227
CHEMBL501290,COc1cc(/C=C/C(=O)Nc2nc(-c3ccccc3)cs2)cc(OC)c1,,5.343614280941312
CHEMBL3947623,CC1(C)CC2=NNC(=O)c3cccc4c3c2c(n4CCN2CCCC2)C1,,8.18045606445813
gvk_14621884,NCc1ccc2[nH]c3c4c(c5c(c3c2c1)C(=O)NC5=O)CCC4,,7.69201415356797
gvk_125375902,NC(=O)c1cc(F)cc2[nH]c3c(C4CCNCC4)cnn3c12,<,9.0
gvk_1202979,O=c1[nH]nc2c3c(cccc13)-c1ccccc1-2,,6.853871964321762
gvk_15339066,CCc1cc2ccc(C(C)(C#N)Cc3cccnc3)cc2[nH]c1=O,,7.4
gvk_15327248,CCc1cc(-c2ccc(S(=O)(=O)N3CCN(CCN(C)C)CC3)s2)c(C)[nH]c1=O,,5.823908740944319
gvk_122700339,O=C(Cc1ccc(OC(F)(F)F)cc1)Nc1nncc2ccccc12,,5.522878745280337
gvk_125375950,CN1CCN(C(=O)c2cnn3c2[nH]c2cc(F)cc(C(N)=O)c23)CC1,<,9.0
gvk_123425928,O=C(NC1CC1)c1ccc(N2CCN(Cc3ccc4c5c(c(=O)[nH]c4c3)CCCN5)CC2)cc1F,,8.177831920631982
gvk_446216,O=C(CN1CCCCC1)N1CCc2c([nH]c(=O)c3ccccc23)C1,,6.790484985457369
gvk_15347464,CN(C)CC(=O)Nc1cnc2c(c1)[nH]c(=O)c1ccccc12,,6.782516055786093
gvk_15064889,O=C(Nc1cccc(Cc2n[nH]c(=O)c3ccccc23)c1)Nc1cc(F)cc2c1OCOC2,>,6.0
gvk_122373515,O=C(CC1NC(=O)N(c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)C1=O)N1CCOCC1,>,7.0
CHEMBL2347910,CCCN1CCCC(c2nc3c(C(N)=O)cncc3[nH]2)C1,,6.027797161620935
gvk_15065003,O=C1CC(Cc2ccccc2)C(=O)N1c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F,>,7.522878745280337
gvk_15323568,O=C1CCn2c(-c3ccc(-c4ccc5cc[nH]c5c4)cc3)nc3cccc1c32,>,5.0
CHEMBL3092539,C[C@H](NC(=O)CCc1nc2ccccc2c(=O)[nH]1)c1ccccn1,,5.040958607678906
gvk_125376007,CC1(c2cnn3c2[nH]c2cc(F)cc(C(N)=O)c23)CCS(=O)(=O)CC1,<,9.0
gvk_122858855,C=CCC(O)C12CNCCC1(c1ccc(-n3cc4cccc(C(N)=O)c4n3)cc1)C2,,7.340178841944295
gvk_15326839,O=Cc1c(N2CCNCC2)n(-c2cccc([N+](=O)[O-])c2)c2ccccc12,,5.6020599913279625
gvk_125841885,CCCCN1CCC(N(C)C(=O)c2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)ccc2F)C1,,8.193820026016112
gvk_15339310,CCc1cc2ccc(C(C)(C#N)Cc3ccc4c(c3)OC(F)(F)O4)cc2[nH]c1=O,,7.1
gvk_122529410,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CC2=C(C1)CS(=O)(=O)C2,,7.734474664780926
gvk_15339295,CCc1cc2ccc(C(C)(C#N)Cc3cccc(F)n3)cc2[nH]c1=O,,7.5
gvk_15341384,NNC(=O)C1=Nc2cccc3c(=O)[nH]nc(c23)N1,,7.67778070526608
CHEMBL471102,NC(=O)c1cc(F)c(F)cc1OCc1ccc(F)c(C(=O)N2CCNCC2)c1,,6.619788758288394
gvk_15064852,Cc1cc(C(=O)Nc2cccc(Cc3n[nH]c(=O)c4ccccc34)c2)no1,>,6.0
gvk_121514641,CC(C)(C)CN1CCP(=O)(c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,>,7.0
gvk_15323156,O=C1NCN2c3ccc(S(=O)(=O)NCCN4CCOCC4)cc3Sc3cccc1c32,,7.42021640338319
CHEMBL594369,CN1CCC(C(=O)Nc2ccc(-n3cc4cccc(C(N)=O)c4n3)cc2)CC1,,8.0
CHEMBL1089713,CCN1CCC(Oc2ccc3[nH]c(=O)c4c(c3c2)CCSC4)C1,,7.886056647693163
gvk_123179168,O=C(CCc1cccc(I)c1)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,,6.97061622231479
CHEMBL444846,Oc1nc2c(c3ccc(F)cc13)CNCC2,,7.698970004336019
gvk_123425918,CCC(=O)Nc1ccc(N2CCN(Cc3ccc4c5c(c(=O)[nH]c4c3)CCCN5)CC2)c(F)c1,,8.324221658325914
gvk_122743998,O=C(Nc1cc(Cn2c(=O)[nH]c(=O)c3c(F)cccc32)ccc1F)C1CCNCC1,,7.517126416391246
gvk_123465503,N#Cc1ccc(N2CCN([C@H]3C=C(c4cc5sccc5c(=O)[nH]4)CC3)CC2)cc1,,9.30102999566398
gvk_15065446,NC(=O)c1ccccc1OCCc1cccc(C(=O)N2CCN(S(=O)(=O)c3cc4ccccc4s3)CC2)c1,>,6.301029995663981
CHEMBL598357,CCN1CCCC12CCN(C(=O)c1cc(Cc3n[nH]c(=O)c(C)c3C)ccc1F)CC2,,8.013228265733755
gvk_15064822,O=C(Nc1cccc(Cc2n[nH]c(=O)c3ccccc23)c1)c1ccccc1,,6.221848749616356
gvk_15339327,CCc1cc2ccc(C(C)(C#N)Cc3cc(OCCOC)nc(C)n3)cc2[nH]c1=O,,6.8
gvk_15064907,O=C(Oc1cccc(Cc2n[nH]c(=O)c3ccccc23)c1)C1=C[S]=C(c2cccs2)N1,>,6.0
gvk_15325396,CO/N=C1\CCN2c3c(cccc31)C(=O)NC2c1ccc(OC)c(O)c1,,6.0
gvk_15341181,O=C(c1ccc(F)cc1)C1CCN(S(=O)(=O)c2ccc3[nH]c(=O)c4ccccc4c3c2)CC1,,6.496209316942819
gvk_15338986,CCc1cc2ccc(C(C)(C#N)Cc3cccc(NC(=O)N4CCOCC4)c3)cc2[nH]c1=O,,6.8
gvk_15323214,O=C(CCCNC[C@@H]1CCCO1)N1CCc2[nH]c(=O)c3ccccc3c2C1,,6.492144128304169
CHEMBL399637,Cc1cccc2c(=O)[nH]c(C3=CC(N4CC=C(c5ccc(F)cc5)CC4)CC3)nc12,,7.602059991327962
gvk_15323558,Nc1cccc(-c2ccc(-c3nc4cccc5c4n3CCC5=O)cc2)c1,>,5.0
gvk_14621896,CC(C)(C)OC(=O)NCc1ccc2[nH]c3c4c(c5c(c3c2c1)C(=O)NC5=O)CCC4,,7.031517051446065
CHEMBL3963459,CC(C)(C)CCN1CC2=NNC(=O)c3cccc4[nH]c(c2c34)C1,,7.853871964321762
gvk_123459281,Nc1cc(F)cc2c(=O)[nH]c(CCCN3CCN(c4ccc(F)cn4)CC3)cc12,,10.0
CHEMBL471959,CC(Oc1ccccc1)C(=O)N1CCN(C(=O)c2cc(CCOc3ccccc3C(N)=O)ccc2F)CC1,,7.7214901037972075
gvk_15323203,CN(CCCC(=O)N1CCc2[nH]c(=O)c3ccccc3c2C1)CC(=O)OC(C)(C)C,,6.305394801066432
gvk_15323560,CC(=O)c1cccc(-c2ccc(-c3nc4cccc5c4n3CCC5=O)cc2)c1,>,5.0
gvk_125378936,O=c1cc(-c2ccc(O)cc2)oc2c(CN3CC=C(c4ccccc4)CC3)c(O)cc(O)c12,,6.855425792390384
gvk_15355049,Cc1c(Cc2ccc(F)c(C(=O)N3CC(=O)N(c4ccc(F)cc4)[C@@H](C)C3)c2)n[nH]c(=O)c1C,>,8.301029995663981
gvk_123349535,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(c2ccc3[nH]cnc3n2)CC1,,9.0
gvk_15323590,COC(=O)c1cccc(-c2cccc(-c3nc4cccc5c4n3CCC5=O)c2)c1,>,5.0
CHEMBL595019,Cc1csc(CC(=O)N2CCc3cccc4c3C2CNC4=O)n1,,8.221848749616356
CHEMBL3649780,COc1cc(CN2CCCC2)cc2[nH]c(=O)c3c(c12)NCCC3,,7.301029995663981
gvk_15327436,CCc1cc(-c2ccc(CNC(C)=O)o2)c(C)[nH]c1=O,,6.080921907623926
gvk_125308347,O=c1[nH]c(CCCN2CC=C(c3ccc(Cl)cc3)CC2)cc2ccc(F)cc12,,8.446116973356126
gvk_15341807,O=C(Oc1ccc(-c2ccc(CCc3ccccc3)cc2)cc1O)c1cccnc1,>,4.698970004336019
CHEMBL3105424,O=C(Cc1n[nH]c(=O)c2ccccc12)NCCc1ccc2c(c1)OCCO2,,6.552841968657781
gvk_122700349,Cc1cccc2cnnc(NC(=O)Cc3ccccc3)c12,,6.522878745280337
gvk_15065012,O=C1CCCC(=O)N1c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1Cl,>,7.522878745280337
gvk_125528580,CNC(=O)c1ccc(N2CCN(Cc3ccc4nc(OC)c(=O)[nH]c4c3C)CC2)c(C(F)F)n1,,8.221848749616356
gvk_20162606,CCC(C)CN1CCCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,>,8.0
CHEMBL321638,COc1ccc(-c2ccc(C(=O)CNC(=O)CCn3c4c(c(=O)[nH]c3=O)CSCC4)cc2)cc1,,7.823908740944319
gvk_123425916,CNC(=O)c1ccc(N2CCN(Cc3ccc4c5c(c(=O)[nH]c4c3)CCCN5)CC2)c(F)c1,,8.258848401148216
Otava_1084017,CCOC(=O)c1c(C)oc2c(Cl)cc(NS(=O)(=O)c3ccc(C)cc3)cc12,<,3.4001169279263124
CHEMBL521815,CN1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,,7.932260235418684
gvk_14621912,O=C1NC(=O)c2c1c1c(c3[nH]c4ccc(OCCN5CCOCC5)cc4c23)CCC1,,7.657577319177793
CHEMBL590058,O=C(c1cc(Cc2c[nH]c(=O)c3cc(Cl)c(Cl)n23)ccc1F)N1CCCCC1,,6.698970004336019
gvk_125058605,O=c1[nH]ccc2ccsc12,,4.301029995663981
CHEMBL4169952,CC(C)(C)OC(=O)N1CC2(CCN2C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)C1,,6.057000406633959
gvk_15327378,CCc1cc(-c2cc(C(=O)NCCc3ccc([N+](=O)[O-])cc3)ccn2)c(C)[nH]c1=O,,6.6777807052660805
gvk_15355037,Cc1c(Cc2ccc(F)c(C(=O)N3CCN(C4CCOC4)C(=O)C3)c2)[nH+][nH]c(=O)c1C,>,8.301029995663981
CHEMBL3649791,COc1cc(CNC(C)C)cc2[nH]c(=O)c3c(c12)NCCC3,,6.958607314841775
gvk_122743975,O=C(Nc1cc(Cn2c(=O)[nH]c(=O)c3ccccc32)ccc1F)[C@H]1CCCN1,,7.31695296176115
gvk_122700512,N#Cc1cnc(N2CCN(c3nc4c(C(N)=O)cccc4[nH]3)CC2)nc1,,7.552841968657781
CHEMBL1090019,O=c1[nH]c2ccc(OC3CCN(Cc4ccccc4)CC3)cc2c2c1CSCC2,,7.275724130399211
gvk_121216613,CCNC(=O)c1ccc(N2CCN(Cc3cnc4c(c3)[nH]c(=O)n3cccc43)CC2)c(F)c1,>,8.0
gvk_121100921,CCNC(=O)c1ccc(N2CCN(Cc3cnc4c(c3)NC(=O)[C@@H]3CSCCN43)CC2)c(Cl)c1,,7.4
gvk_15329259,C[NH2+]C1(C(=O)N2CCN(C(=O)c3cc(Cc4n[nH]c(=O)c(C)c4C)ccc3F)CC2)CC1,>,5.301029995663981
gvk_121514624,O=c1[nH]nc(Cc2ccc(F)c(P3(=O)CCN(c4ncc5ccccc5n4)CC3)c2)c2ccccc12,>,7.0
CHEMBL106298,C[N+]1([O-])CCN(c2ccc3nc(O)c4ccccc4c3n2)CC1,,6.607303046740334
CHEMBL589834,O=C(c1cc(Cc2c[nH]c(=O)c3cc(Cl)c(Cl)n23)ccc1F)N1CCC(N2CCC2)CC1,,9.0
CHEMBL3290490,CN1CCN(CCS(=O)(=O)Nc2ccc(/C=C3\Oc4c(C(N)=O)cccc4C3=O)cc2)CC1,,7.102372908709558
gvk_123562731,CCCN1CCN(C(=O)c2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)ccc2F)C[C@H]1C,,7.728390698621168
gvk_15346025,COc1cccc(N2CCN(C(=O)c3cc(Cc4n[nH]c(=O)c(C)c4C)ccc3F)CC2=O)c1,>,8.301029995663981
gvk_124501248,CN(CCCCCC(=O)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1)CCOc1ccc(C(=O)c2c(-c3ccc(O)cc3)sc3cc(O)ccc23)cc1,,8.397940008672037
gvk_123791786,Cc1cccc2c1OC(CCCN1CC=C(c3ccc(F)cc3)CC1)NC2=O,,8.20690839982342
gvk_121814078,Cc1cc2ccc(C(C3CCCCC3)N3CCN(c4ccccn4)CC3)cc2[nH]c1=O,,6.51
Otava_899953,Cc1sc2ncnc(Oc3ccc4c(c3)OCO4)c2c1C,<,3.4001169279263124
gvk_13037585,Cn1nc(-c2ccccc2)c2c3c(c(=O)[nH]c21)CSC3,,6.957424487559809
gvk_15339043,Cc1cc2ccc(C(C)(C#N)Cc3cccc4cccnc34)cc2[nH]c1=O,,6.0
gvk_15346015,Cc1c(Cc2ccc(F)c(C(=O)N3CCN(c4ccc(F)c(F)c4)C(=O)C3)c2)[nH+][nH]c(=O)c1C,>,8.301029995663981
gvk_123562758,CC[C@H]1CN(C(=O)c2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)ccc2F)CCN1C(C)=O,,7.863913902615902
gvk_123349537,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(c2cc3nc[nH]c3cn2)CC1,,8.522878745280337
CHEMBL4096563,CC(C)(C)OC(=O)N1CCC(NC2CCN(C(=O)c3nc4c(C(N)=O)cccc4[nH]3)C2)CC1,,5.924453038607469
gvk_125135649,CNCCn1c2c3c4c(cccc41)C(=O)NN=C3CC(C)(C)C2,,8.154901959985743
gvk_15339186,CCc1cc2ccc(C(C)(C#N)Cc3cccc(OCCOC)n3)cc2[nH]c1=O,,7.0
gvk_124450561,O=C1c2ccccc2C(=O)N1C1c2n[nH]c(=O)c3cc(F)cc(c23)NC1c1ccc(F)cc1,,7.714442690992226
gvk_14622000,CC(C)(C)C(=O)OCc1nc(-c2ccc3[nH]c4c5c(c6c(c4c3c2)C(=O)NC6=O)CCC5)cs1,,7.221848749616356
gvk_122744000,O=C(Nc1cc(Cn2c(=O)[nH]c(=O)c3ccc(F)cc32)ccc1F)C1CCNCC1,,6.630784142589857
CHEMBL45245,O=c1[nH]c2ccccc2c2ccccc12,,6.586488368727656
gvk_125381075,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)c(F)cc1F)N1CCN(c2ccc(Cl)cn2)CC1,,8.337242168318426
CHEMBL4281045,Cn1c(-c2cc3c(s2)CNCC3)nc2c(C(N)=O)cc(F)cc21,,7.740996031451048
gvk_15341779,CC1=CC2Nc3cc(C)c(/N=N/c4c(O)ccc5ccccc45)cc3N(c3ccccc3)C2C=C1NC(=O)C1=CC2C=CC=CC2C1,>,4.698970004336019
CHEMBL550382,CN1CCC(CNC(=O)c2cc3[nH]c(=O)c4ccccc4n3n2)C1,,7.096910013008056
gvk_20162871,CN(C)c1ccc(CN2CCCN(C(=O)c3cccc(Cc4n[nH]c(=O)c5ccccc45)c3)CC2)cc1,>,7.698970004336019
gvk_15331986,CC(=O)Nc1cc(-c2n[nH]c(=O)c3ccccc23)ccc1N1CCN(C(C)=O)CC1,,5.301029995663981
CHEMBL4751128,NC(=O)c1cc(Cl)c2ccc(-c3ccc(F)c(C(=O)N4CCN(C(=O)C5CC5)CC4)c3)nn12,,6.781762184902507
gvk_122373502,CC1C(=O)N(c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)C(=O)N1CC(N)=O,>,8.0
CHEMBL598544,O=C(c1cc(Cc2c[nH]c(=O)c3cc(Cl)c(Cl)n23)ccc1F)N1CCN(C(=O)C2CCCC2)CC1,,8.431798275933005
gvk_123465494,O=c1[nH]c(C2=C[C@H](N3CCN(c4ccc(C(F)(F)F)cc4)CC3)CC2)cc2ncccc12,,8.292429823902063
gvk_15347373,O=C1NCCn2c(-c3cc(O)c(O)c(O)c3)nc3cccc1c32,,6.489454989793388
CHEMBL603457,O=C(c1ncc[nH]1)N1CCN(C(=O)c2cc(Cc3c[nH]c(=O)c4cc(Cl)c(Cl)n34)ccc2F)CC1,,8.508638306165727
CHEMBL1173055,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,,8.459225483717752
gvk_15347344,Nc1ccc(C2CNC(=O)c3cccc4[nH]cc2c34)cc1,,6.764471553092451
gvk_15324113,O=c1[nH]c2cc(CN3CCCCC3)ccc2c2ccccc12,>,7.0
gvk_122373509,O=C(CC1NC(=O)N(c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)C1=O)N1CCC(N2CCCCC2)CC1,>,7.0
CHEMBL590880,O=C(c1cc(Cc2c[nH]c(=O)c3cc(Cl)c(Cl)n23)ccc1F)N1CCNCC1,,8.638272163982407
gvk_15325441,COc1ccc(C[C@H]2NC(=O)c3cccc4c3N2CC[C@@H]4N)cc1,,6.0
gvk_123425860,COc1cc(CN2CCN(c3ncccc3C)CC2)cc2[nH]c(=O)c3c(c12)NCCC3,,7.834162375309871
CHEMBL3765125,Cn1ncnc1C1c2n[nH]c(=O)c3cccc(c23)NC1c1ccccc1,,8.619788758288394
gvk_125376144,CC(=O)OC[C@H]1O[C@@H]([S-])[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,,5.853871964321762
gvk_15064820,O=C(Nc1cccc(Cc2n[nH]c(=O)c3ccccc23)c1)c1cccs1,,6.284877234771469
CHEMBL3649798,O=c1[nH]c2cc(Cc3nnn[nH]3)ccc2c2c1CCCN2,,6.309803919971486
gvk_121100808,CCNC(=O)c1ccc(N2CCN(Cc3cnc4c(c3)NC(=O)[C@@H]3CCCN43)CC2)cc1,>,7.9
gvk_20162859,CSc1ccc(CN2CCCN(C(=O)c3cccc(Cc4n[nH]c(=O)c5ccccc45)c3)CC2)cc1,>,7.698970004336019
gvk_123929567,O=C(CCc1nc2ccccc2c(=O)[nH]1)N1CCN(c2ccc(C3=NCCN3)cn2)CC1,,7.443697499232712
gvk_15323540,O=C1CCn2c(-c3ccoc3)nc3cccc1c32,>,5.0
gvk_122700528,NC(=O)c1cc(F)cc2[nH]c(N3CCN(c4cnc(C(=O)N5CCOCC5)cn4)CC3)nc12,,8.045757490560675
gvk_5901056,NC(=O)c1ncn([C@@H]2O[C@H](CO)C(O)[C@H]2O)n1,,4.262807357295263
gvk_122858876,NC(=O)c1cccc2cn(-c3ccc4c(c3)OCCCO4)nc12,,8.090443970758825
gvk_15327285,CCc1cc(-c2ccc(S(=O)(=O)NCc3ccc4c(c3)OCO4)s2)c(C)[nH]c1=O,,6.853871964321762
gvk_15064798,O=c1[nH]nc(Cc2ccc(F)cc2)c2ccccc12,,6.154901959985743
gvk_123534664,O=C(c1ccc(Nc2nc3ccccc3n3nnnc23)cc1)N1CCOCC1,<,5.3
gvk_121258691,CCNC(=O)c1ccc(N2CCN(Cc3ccc4c(c3)NC(=O)[C@@H](C)O4)CC2)cc1,>,7.5
gvk_15355034,Cc1c(Cc2ccc(F)c(C(=O)N3CCN(C4CCCC(c5ccccc5)C4)C(=O)C3)c2)[nH+][nH]c(=O)c1C,>,8.301029995663981
CHEMBL3926240,CCN(CC)CCn1c2c3c4c(cccc41)C(=O)NN=C3CC(C)(C)C2,,8.481486060122112
gvk_125841864,CCCN1CCC(NC(=O)c2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)ccc2F)C1,,8.161150909262744
Otava_1084162,CCOc1ccc(NC(C)=O)cc1S(=O)(=O)NCc1ccco1,<,3.4001169279263124
gvk_15064880,O=C(Nc1cccc(Cc2n[nH]c(=O)c3ccccc23)c1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,>,6.0
gvk_15329255,Cc1c(Cc2ccc(F)c(C(=O)N3CCN(C(=O)C4(Cc5ccccc5)CCC[NH2+]4)CC3)c2)n[nH]c(=O)c1C,>,5.301029995663981
gvk_123562721,O=C(c1cc(Cn2c(=O)[nH]c(=O)c3ccccc32)ccc1F)N1CC[S+]([O-])CC1,,8.164309428507574
gvk_121258685,CC1Oc2ccc(CN3CCN(c4ccc(C(=O)NCC5CC5)cc4)CC3)cc2NC1=O,,7.0
gvk_364771,O=c1[nH]c(CCCN2CCN(c3ccccc3)CC2)nc2ccccc12,,7.1487416512809245
gvk_122317211,Cc1ccc2[nH]c(=O)n(C3CCN(C(=O)CCCc4nc5ccccc5c(=O)[nH]4)CC3)c2c1,,5.714442690992226
CHEMBL3891009,CN(C)C1CN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)Cc2nnc(C(F)(F)F)n21,>,7.698970004336019
gvk_15346062,Cc1c(Cc2ccc(F)c(C(=O)N3CCN(c4cnc5ccccc5c4)C(=O)C3)c2)n[nH]c(=O)c1C,>,8.301029995663981
Otava_1065239,CC(C)c1ccc(-c2nc(S)nc(O)c2C#N)cc1,<,3.4001169279263124
gvk_123425849,CCOc1cc(CN2CCN(c3ccc(C#N)c(F)c3)CC2)cc2[nH]c(=O)c3c(c12)NCCC3,,7.607127254597921
gvk_14621938,CNCc1ccc2[nH]c3c4c(c5c(c3c2c1)C(=O)NC5=O)CCC4,,7.602059991327962
gvk_15327295,CCc1cc(-c2ccc(S(=O)(=O)NCC(C)O)s2)c(C)[nH]c1=O,,6.045757490560675
gvk_15338978,CCc1cc2ccc(C(C)(C#N)Cc3cccc(COC)c3)cc2[nH]c1=O,,6.3
gvk_15065914,O=C(NC1CCC1)C1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4c3CCCC4)ccc2F)CC1,,8.698970004336019
Otava_1084104,CCOC(=O)c1cnc2ccc(Cl)cc2c1Nc1cccc(C(=O)O)c1,,4.338645776726105
gvk_15329248,Cc1c(Cc2ccc(F)c(C(=O)N3CCC4(CC[NH2+]C4)CC3)c2)n[nH]c(=O)c1C,>,5.301029995663981
gvk_15324055,O=c1[nH]c2ccc(CCCN3CC=C(c4ccc(F)cc4)CC3)cc2c2ccccc12,>,7.0
CHEMBL381153,O=CN1Cc2c(c3c(c4[nH]c5ccccc5c24)CCC3)C1=O,,5.522878745280337
gvk_15329223,Cc1cccc(C2=N[NH2+]C3=[N+]2CCN(C(=O)c2cc(Cc4n[nH]c(=O)c(C)c4C)ccc2F)C3)c1,>,5.301029995663981
gvk_121035241,COc1cc(CN2CCC(=NO)CC2)cc2[nH]c(=O)c3c(c12)NCCC3,,6.7447274948966935
gvk_121258735,CCNC(=O)c1ccc(N2CCN(Cc3cc(Cc4ccccc4)c4c(c3)NC(=O)C(C)O4)CC2)cc1,<,6.7
gvk_15355141,Cc1c(Cc2ccc(F)c(C(=O)N3CC(=O)N(C4CC(F)(F)C4)C(C)C3)c2)n[nH]c(=O)c1C,>,8.301029995663981
gvk_15347458,O=c1[nH]c2ccc(N3CCC(N4CCCC4)CC3)nc2c2ccccc12,,7.113655822658929
